融资方,投资机构,融资金额,所属行业,宣布时间,Url
彬讯科技,经纬中国/红杉中国,"16,600.00万美元",互联网信息服务,2015-03-12,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/21047.shtml
灿芯半导体,戈壁/NVP,N/A,集成电路制造,2015-03-12,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/21036.shtml
美丽多,N/A,500.00万美元,互联网信息服务,2015-03-12,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/21035.shtml
蜻蜓FM,N/A,N/A,应用软件服务,2015-03-11,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28655.shtml
美丽约会,险峰华兴创投/东方弘道,N/A,互联网信息服务,2015-03-11,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25920.shtml
青石证券,德迅投资,N/A,证券经纪与交易,2015-03-11,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25245.shtml
科玲文化,IDG资本/华创资本,N/A,互联网信息服务,2015-03-11,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23172.shtml
道客云,光速安振中国,N/A,其他计算机服务,2015-03-11,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/21034.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

取暖,泽厚资本,N/A,互联网信息服务,2015-03-11,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/21014.shtml
销售易,红杉中国/经纬中国,"1,500.00万美元",应用软件服务,2015-03-11,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20758.shtml
乐客本地,N/A,N/A,其他软件服务,2015-03-10,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28874.shtml
南潮科技,极客帮创投,N/A,电子计算机外部设备制造,2015-03-10,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27436.shtml
景峰医药,华菱津杉,"18,282.60万元",投资与资产管理,2015-03-10,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26961.shtml
理大师,创享投资,400.00万元,互联网信息服务,2015-03-10,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/21333.shtml
奕行信息,丰瑞投资集团,N/A,互联网信息服务,2015-03-10,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/21030.shtml
中鼎牧业,鼎晖投资,"40,000.00万元",液体乳及乳制品制造,2015-03-10,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/21016.shtml
奇点人力,N/A,"2,000.00万元",互联网信息服务,2015-03-10,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/21002.shtml
中创联通信,志成资本,N/A,其他计算机服务,2015-03-09,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25715.shtml
智齿科技,真格基金/华创资本/芳晟基金,770.00万元,互联网信息服务,2015-03-09,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/21214.shtml
集群车宝,N/A,N/A,汽车修理,2015-03-09,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/21018.shtml
云高信息,广发信德,"5,000.00万元",互联网信息服务,2015-03-09,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20989.shtml
至诚悠远,秉鸿资本/北软汇智,N/A,应用软件服务,2015-03-08,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25195.shtml
彩88,广发信德,N/A,互联网信息服务,2015-03-07,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25326.shtml
卡米西,N/A,"3,000.00万元",其他纸制品制造,2015-03-07,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20979.shtml
长安基金,景林资产,"7,000.00万元",投资与资产管理,2015-03-07,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20977.shtml
太火鸟,创新工场/麦顿投资,N/A,互联网信息服务,2015-03-07,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20975.shtml
华阳密封,呈瑞投资/呈瑞投资/迪瑞资产/天星资本,"1,860.00万元",金属密封件制造,2015-03-06,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27237.shtml
踏风网络,黑桃资本,N/A,互联网信息服务,2015-03-06,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26074.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

万物花开,晨兴创投/IDG资本,N/A,应用软件服务,2015-03-06,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20966.shtml
清大世纪,RRJ Capital,"4,900.00万美元",职业技能培训,2015-03-06,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20963.shtml
辣妈帮,晨兴创投/景林资产/经纬中国,N/A,互联网信息服务,2015-03-06,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20949.shtml
麦萌对手戏,险峰华兴创投,N/A,互联网信息服务,2015-03-05,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25932.shtml
大钱信息,春山浦江,"5,000.00万元",互联网信息服务,2015-03-05,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20938.shtml
宅米,N/A,N/A,互联网信息服务,2015-03-05,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20915.shtml
现金巴士,启明创投,N/A,其他未列明的金融活动,2015-03-04,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27427.shtml
炫我科技,挚信资本,170.00万美元,其他专业技术服务,2015-03-04,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20916.shtml
健康微能量,赛富基金/挚信资本,N/A,应用软件服务,2015-03-04,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20902.shtml
闪银奇异科技,海纳亚洲,"2,000.00万美元",数据处理,2015-03-04,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20889.shtml
猛狮科技,前海易德/前海易德,"32,648.00万元",电池制造,2015-03-04,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/18578.shtml
房品汇,华映资本,N/A,互联网信息服务,2015-03-03,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28724.shtml
冻品互联,德沃基金,N/A,应用软件服务,2015-03-03,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/21899.shtml
答赏,N/A,"1,000.00万元",互联网信息服务,2015-03-03,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20882.shtml
8天在线,昆仲资本,N/A,邮购及电子销售,2015-03-03,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20881.shtml
焕鑫股份,天星资本,"3,600.00万元",其他专用化学产品制造,2015-03-03,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20872.shtml
微农网络,真顺基金,N/A,互联网信息服务,2015-03-02,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26583.shtml
麦客,红杉中国,400.00万美元,应用软件服务,2015-03-02,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20870.shtml
小酷拼车,N/A,N/A,应用软件服务,2015-03-02,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20850.shtml
约定,青松基金,N/A,互联网信息服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28674.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

中驰车福,同创伟业/华创管理,"16,000.00万元",邮购及电子销售,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28105.shtml
金影科技,海纳亚洲,100.00万美元,互联网信息服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/28080.shtml
希澈科技,启迪创投,N/A,其他电子设备制造,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27020.shtml
西柚买手,星河互联,N/A,邮购及电子销售,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26995.shtml
紫燕无人机,荷多投资,N/A,航空，航天及其他专用设备制造,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26907.shtml
趣吃饭,梅花创投,N/A,快餐服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26839.shtml
博合智慧,远瞻资本,N/A,互联网信息服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26662.shtml
星河时代,纪源资本,N/A,互联网信息服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26179.shtml
神策数据,明势资本/线性资本,600.00万元,数据处理,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25923.shtml
帕派体育,险峰华兴创投,700.00万元,互联网信息服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25793.shtml
菜鸟智能,N/A,360.00万元,其他电子设备制造,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25675.shtml
Color公寓,正轩投资,N/A,互联网信息服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25627.shtml
中医宝典,清光鸿运,N/A,应用软件服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25519.shtml
预测易,IDG资本,N/A,数据处理,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25237.shtml
宇泛智能,天使湾创投,N/A,其他专用仪器制造,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25171.shtml
凹凹啦,N/A,100.00万元,互联网信息服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25074.shtml
素美仁医,和君资本,N/A,互联网信息服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24800.shtml
倍盈金融,N/A,N/A,互联网信息服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24733.shtml
览云精微,众诚资本,N/A,数据处理,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24703.shtml
玩在一起,泽厚资本,N/A,互联网信息服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24674.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

医度健康,和玉股权投资,N/A,应用软件服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24545.shtml
宅急搜,N/A,N/A,互联网信息服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24462.shtml
柠檬觉醒,蓝驰创投,N/A,邮购及电子销售,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24415.shtml
恋爱说,深圳创新谷/英诺天使,N/A,互联网信息服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24228.shtml
兑吧,同创伟业,"1,000.00万元",互联网信息服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23750.shtml
星客多,天使汇/创新工场/明势资本,N/A,理发及美容保健服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23747.shtml
悦酷网络,N/A,200.00万元,互联网信息服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23385.shtml
乐校,N/A,133.00万元,应用软件服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/23299.shtml
车瑞科技,N/A,"1,000.00万元",互联网信息服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/22052.shtml
美骑传媒,创新工场,"2,000.00万元",互联网信息服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/21728.shtml
爱丁猫,N/A,N/A,互联网信息服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/21257.shtml
趣生活,N/A,300.00万元,应用软件服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/21221.shtml
宜生到家,洪泰基金,300.00万美元,互联网信息服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/21130.shtml
乐职网,联想之星,"1,100.00万元",互联网信息服务,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/21096.shtml
WildDog野狗,N/A,"1,200.00万元",移动通信及终端设备制造,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20981.shtml
MedSci,启明创投,N/A,医学研究与试验发展,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20962.shtml
欢校信息,君联资本/深创投,"3,000.00万元",邮购及电子销售,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20921.shtml
齐家网,N/A,"16,000.00万美元",邮购及电子销售,2015-03-01,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20849.shtml
莱吉尔健康,汇财私人资本,"1,000.00万元",果菜汁及果菜汁饮料制造,2015-02-28,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26666.shtml
新娘说,N/A,100.00万元,应用软件服务,2015-02-28,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26256.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

山东铁建,中信证券/淡马锡,"1,000.00万美元",铁路，道路，隧道和桥梁工程建筑,2015-02-28,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20842.shtml
安高乐,N/A,"5,000.00万美元",营养，保健食品制造,2015-02-28,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20833.shtml
易快修,光速创投,"1,200.00万美元",互联网信息服务,2015-02-28,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20831.shtml
顽石乐创,N/A,N/A,应用软件服务,2015-02-27,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20832.shtml
飞驰镁物,N/A,N/A,互联网信息服务,2015-02-27,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20810.shtml
TCL集团,国开金融/中信资本投资/东旭智岳/诚柏投资/易联股权投资,"310,066.00万元",光电子器件及其他电子器件制造,2015-02-26,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26920.shtml
银河数娱,东方富海/松禾资本/海通创意资本,N/A,应用软件服务,2015-02-25,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20806.shtml
悠游堂,达晨创投/同创伟业/TCL集团/重山资本/广发信德,"20,000.00万元",室内娱乐活动,2015-02-23,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20786.shtml
骆驼兑奖,初心资本,N/A,互联网信息服务,2015-02-21,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/24940.shtml
河狸家,宽带资本/IDG资本/启明创投/麦星投资/光信资本,"5,000.00万美元",应用软件服务,2015-02-18,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20789.shtml
一起作业网,H Capital/淡马锡/数字天空技术/顺为基金,"10,000.00万美元",初等教育,2015-02-18,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20787.shtml
激创广告,智望博润,"2,355.00万元",广告业,2015-02-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25770.shtml
望客,启赋创投,"1,000.00万元",邮购及电子销售,2015-02-16,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20879.shtml
百恩百,戈壁,"1,000.00万元",邮购及电子销售,2015-02-15,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25849.shtml
永恒酷动,创新工场,N/A,移动电信服务,2015-02-15,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25389.shtml
眯客,海纳亚洲/德沃基金,"5,000.00万美元",互联网信息服务,2015-02-15,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20796.shtml
Moda Operandi,富达亚洲,"6,000.00万美元",邮购及电子销售,2015-02-15,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20780.shtml
飞依诺,启明创投,N/A,医疗诊断，监护及治疗设备制造,2015-02-14,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25370.shtml
极众科技,N/A,N/A,互联网信息服务,2015-02-14,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20769.shtml
好彩头,红杉中国,"20,000.00万元",糖果，巧克力制造,2015-02-14,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20767.shtml
融资方,投资机构,融资金额,所属行业,宣布时间,Url

布雷尔利,天星资本,"1,000.00万元",金属制厨房调理及卫生器具制造,2015-02-13,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/27199.shtml
喵咪科技,探针创投,N/A,互联网信息服务,2015-02-13,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/26680.shtml
云火信息科技,志成资本,N/A,互联网信息服务,2015-02-13,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/25674.shtml
虹识技术,鑫盛达投资,"1,000.00万元",其他电子设备制造,2015-02-13,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/21222.shtml
假面科技,洪泰基金,N/A,互联网信息服务,2015-02-13,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20753.shtml
紫光集团,国家集成电路产业投资基金股份有限公司,"1,000,000.00万元",工业自动控制系统装置制造,2015-02-13,http://www.chinaventure.com.cn/cvsourcemodel/financing/detail/20751.shtml
